,DataRiferimento,Documento_Numero,Quantita,Origine,Catalogo,Gruppo,Famiglia,Codice_Hidros,Descrizione,ImportoNetto,Prodotto_Costoattuale
7741,2019-09-10,002738C,3.0,OAMZ,Rubinetteria ed Accessori,Sistemi Di Scarico,Accessori per Cassetta WC,5.11,MEMBRANA CHIUSURA x UNIBOX,1.86,1.4226
7742,2019-09-10,002739C,1.0,OMAN,Rubinetteria ed Accessori,Rubinetteria,Canna Lavello,CDM30,CANNA DIRITTA X MONOC.MURO MM.300,7.88,5.9449
7743,2019-09-10,002740C,1.0,OAMZ,Elettropompe e Serbatoi,Filtri-Depurazione Acqua,Filtro Acqua e Accessori,FA3/4,FILTRO AUTOPULENTE F 3/4 - M 1'',29.48,21.6648
7744,2019-09-10,002741C,1.0,OMAN,Sanitari e Arredo Bagno,Arredo Bagno e Accessori,Mobile Sottolavello,STI100,SOTTOLAVELLO Cm.100 TEAK INOX,54.82,41.004
7745,2019-09-10,002742C,1.0,OMAN,Sanitari e Arredo Bagno,Arredo Bagno e Accessori,Specchio,SANIRETTAN,SPECCHIO RETT.VANITY LINE 60X45,17.84,14.0
7746,2019-09-10,002743C,1.0,OAMZ,Sanitari e Arredo Bagno,Sanitari,Cassetta e Accessori Wc,TCZ1000,TUBO CASSETTA ZAINO 1000x220 50x32,7.63,5.4624
7747,2019-09-10,002744C,1.0,OAMZ,Riscaldamento,Caldaie,Accessori Sistemi Fumari,CAPLT130,CAPPELLOTTO TELESCOPICO 130,6.37,4.68
7748,2019-09-10,002745C,1.0,OYTB,Sanitari e Arredo Bagno,Box Doccia ed Accessori,Box Doccia Semicircolare,BS142000001,BOX SKIP PONTE ''A'' 90X90 ACR. B/CO,131.97,114.0
7749,2019-09-10,002746C,2.0,OAMZ,Rubinetteria ed Accessori,Sistemi Di Scarico,Accessori per Cassetta WC,5.11,MEMBRANA CHIUSURA x UNIBOX,1.24,0.9484
7750,2019-09-10,000488F,1.0,OMAN,Rubinetteria ed Accessori,Accessori Rubinetteria,Colonna Scarico Vasca,BO69750CK15S7,COLONNA SCARICO X VASCA IN MURATURA,57.29,42.8468
7751,2019-09-10,000489F,2.0,OYTB,Elettropompe e Serbatoi,Filtri-Depurazione Acqua,Filtro Acqua e Accessori,FA3/4,FILTRO AUTOPULENTE F 3/4 - M 1'',52.66,43.3296
7752,2019-09-10,002747C,1.0,OMAN,Sanitari e Arredo Bagno,Sanitari,Accessori Sanitari,GUAVBS,GUAR.ACUSTICA E ANTIURTO X VEB SOSP,3.34,2.4975
7753,2019-09-10,002748C,1.0,OMAN,Sanitari e Arredo Bagno,Sanitari,Cassetta e Accessori Wc,3.01T,GALLEGGIANTE 3/8 FLUID.BASSO/TELES.,10.8,8.0736
7754,2019-09-10,002749C,10.0,OAMZ,Sanitari e Arredo Bagno,Sanitari,Cassetta e Accessori Wc,540110,GUARN. x VALV. SCAR. OLI74  OLIVER,8.8,6.54
7755,2019-09-10,002750C,2.0,OMAN,Rubinetteria ed Accessori,Accessori Rubinetteria,Aeratore,01562145,AERAT. HONEYCOMB TT MIS/SPEC. M16X1,4.84,3.624
7756,2019-09-10,002751C,1.0,OMAN,Rubinetteria ed Accessori,Sistemi Di Scarico,Morsetti e Guarnizioni,251,RACC.ANTIRIFL.E ANTI RATTO 100/110,5.4,4.0403
7757,2019-09-10,000490F,10.0,OMAN,Riscaldamento,Sicurezza Gas,Regolatore Pressione,REG4,REGOL.BASSA PRESS.GAS KG.4 BP/1800,68.0,52.2
7758,2019-09-10,000490F,12.0,OMAN,Riscaldamento,Sicurezza Gas,Regolatore Pressione,EUROPAT,REGOL.BASSA PRES.GAS EUROPA 2S C/TA,26.76,21.6
7759,2019-09-10,002752C,1.0,OYTB,Rubinetteria ed Accessori,Sistemi Di Scarico,Morsetti e Guarnizioni,BO8429LX10B0,MANICOTTO ECC. WC BIPOWER 60 MM,3.52,2.8998
7760,2019-09-10,002753C,3.0,OYTB,Ferramenta e Hobbistica,Materiale Elettrico,Supporti e Interruttori,270582300000,RELE'' COMMUTATORE E.C. FINDER,25.95,21.345
7761,2019-09-10,002753C,10.0,OYTB,Ferramenta e Hobbistica,Materiale Elettrico,Accessori Elettrici,HFNASTRO25,NASTRO ISOL.25MX19M HF14600 NERO-,6.3,5.437
7762,2019-09-10,002753C,1.0,OYTB,Ferramenta e Hobbistica,Materiale Elettrico,Accessori Elettrici,00251-B,SONDA PASSAFILO 0 4 MT.10,2.95,2.4244
7763,2019-09-10,002753C,1.0,OYTB,Sanitari e Arredo Bagno,Sanitari,Cassetta e Accessori Wc,CR1030S,CASSETTA PLUS 1 TASTO,12.35,10.6646
7764,2019-09-10,002753C,1.0,OYTB,Sanitari e Arredo Bagno,Sanitari,Cassetta e Accessori Wc,GALL1OT,RUBINETTO GALLEGG. 1  OTT. 5 COP.,7.46,6.1387
7765,2019-09-10,002753C,1.0,OYTB,Ferramenta e Hobbistica,Utensileria,Giravite,BET12530001,GIRAVITE CERCAFASE 150/250V,4.75,3.9083
7766,2019-09-10,002753C,1.0,OYTB,Sanitari e Arredo Bagno,Sanitari,Cassetta e Accessori Wc,TCZ,TUBO CASSETTA ZAINO 600*230  50*32,4.76,3.9191
7767,2019-09-10,002753C,6.0,OYTB,Ferramenta e Hobbistica,Materiale Elettrico,Lampadine e Batterie,00502-B,PORTALAMPADA E14 LISCIO B/CO,1.98,1.6116
7768,2019-09-10,002753C,3.0,OYTB,Ferramenta e Hobbistica,Materiale Elettrico,Tubi Canaline e Accessori,00472-B,MINICASSETTA ESTERNA 2 POSTI,1.32,1.0788
7769,2019-09-10,002753C,25.0,OYTB,Ferramenta e Hobbistica,Elementi di Fissaggio,Collare,CAV22,CAVALLOTTO 22 T/LEG. ART.271,2.5,2.0875
7770,2019-09-10,002753C,20.0,OYTB,Ferramenta e Hobbistica,Materiale Elettrico,Supporti e Interruttori,16059,PRESA BIVALENTE 2P+T16A MASTER/MODI,17.6,14.442
7771,2019-09-10,002753C,9.0,OYTB,Ferramenta e Hobbistica,Materiale Elettrico,Supporti e Interruttori,16004,INTERRUT.BIPOLARE 16A MASTER/MODI'',15.66,12.9033
7772,2019-09-10,002753C,8.0,OYTB,Ferramenta e Hobbistica,Materiale Elettrico,Tubi Canaline e Accessori,GW44003,CASSETTA DA EST.PREF.IP55 80X80X40,10.72,8.7936
7773,2019-09-10,002753C,1.0,OYTB,Riscaldamento,Pannelli Solari,Accessori Pannelli Solari,ALIGEL,ALIGEL HEAT CHANGE TAN. 5 KG,16.29,13.4028
7774,2019-09-10,002753C,5.0,OYTB,Ferramenta e Hobbistica,Materiale Elettrico,Spina e Presa,05021,SPINA DRITTA 2 POLI + T 10A,2.7,2.2035
7775,2019-09-10,002753C,1.0,OYTB,Ferramenta e Hobbistica,Materiale Elettrico,Accessori Elettrici,HFNASTRO25B,NASTRO ISOL.25MX19M HF14600 B.CO-,0.63,0.5437
7776,2019-09-10,002753C,1.0,OYTB,Ferramenta e Hobbistica,Materiale Elettrico,Lampadine e Batterie,021905,BATTERIA TITA.TRANSISTOR 9V BL.,2.01,1.74
7777,2019-09-10,002753C,50.0,OYTB,Condizionamento,Climatizzazione,Accessori Climatizzatori,SC16,TUBO FLESSIBILE SCAR.CONDENSA DA 16,15.5,12.69
7778,2019-09-10,002753C,30.0,OYTB,Ferramenta e Hobbistica,Materiale Elettrico,Cassetta da Incasso,503E,CASSETTA TICINO INCASSO A 3 POSTI,6.9,5.607
7779,2019-09-10,002753C,30.0,OYTB,Ferramenta e Hobbistica,Materiale Elettrico,Supporti e Interruttori,00361,SUPPORTO 3 FORI IN POLICARB.,5.7,4.698
7780,2019-09-10,002754C,1.0,OYTB,Sanitari e Arredo Bagno,Box Doccia ed Accessori,Doccetta Lavabo,ZDOC117CR,DOCCIA PREMIUM MONOGETTO,14.58,12.5948
7781,2019-09-10,002755C,4.0,OAMZ,Rubinetteria ed Accessori,Accessori Rubinetteria,Aeratore,NEOPAERAMC,AERATORE M MOD.SLCZ CASC.AUTOP.,7.48,5.536
7782,2019-09-10,002756C,1.0,OMAN,Sanitari e Arredo Bagno,Box Doccia ed Accessori,Porta Doccia,GIOVE80,PORTA LIBRO ANTIPANICO 80 CM  6MM,148.47,116.59
7783,2019-09-10,002757C,4.0,OMAN,Valvolame e Raccorderia,Collettori e Riduttori,Cassette per Collettori,CT40,CASSETTA ABS TOTEM CM.40x20x08 TM,22.96,18.0096
7784,2019-09-11,000491F,10.0,OAMZ,Condizionamento,Climatizzazione,Accessori Climatizzatori,PISC35,PILETTA 32 X SCARIC. CONDENS.,32.0,23.682
7785,2019-09-11,000046B,1.0,EBAY,Sanitari e Arredo Bagno,Sanitari,Sanitari,C4/C,COLONNA ELITE CHAMPAGNE I CE,36.83,30.2964
7786,2019-09-11,000047B,1.0,OYTB,Sanitari e Arredo Bagno,Sanitari,Sanitari,C1/C,LAVABO ELITE CHAMPAGNE 65 CM,52.61,43.2806
7787,2019-09-11,000048B,1.0,OYTB,Sanitari e Arredo Bagno,Sanitari,Cassetta e Accessori Wc,80009970,VALVOLA PNEU.GRUPPO SOLLEV.SFERA,21.83,18.862
7788,2019-09-11,000492F,1.0,OYTB,Riscaldamento,Scaldabagni Elettrici,Scaldabagno Elettrico,AT50/2,SCALDABAGNO LT 50 G2A EGO,54.34,49.2629
7789,2019-09-11,000493F,300.0,OYTB,Valvolame e Raccorderia,Valvolame,Valvola a Sfera con Leva,B9151/2,ARR.A SFERA C/LEVA 1/2 M.F. JERSEY,699.0,575.97
7790,2019-09-11,000494F,2.0,OAMZ,Elettropompe e Serbatoi,Filtri-Depurazione Acqua,Filtro Acqua e Accessori,MIGNON2L,FILTRO DOSAFOS MIGNON C/SALI L3PMFO,35.14,25.8
7791,2019-09-11,000495F,1.0,OYTB,Sanitari e Arredo Bagno,Arredo Bagno e Accessori,Mobili Multiuso,SAPM51L,DOPPIO PENSILE ANT/LISCE L50/H71/22,35.83,31.25
7792,2019-09-11,002758C,2.0,OAMZ,Rubinetteria ed Accessori,Sistemi Di Scarico,Accessori per Cassetta WC,5.11,MEMBRANA CHIUSURA x UNIBOX,1.24,0.9484
7793,2019-09-11,002759C,1.0,OMAN,Rubinetteria ed Accessori,Sistemi Di Scarico,Morsetti e Guarnizioni,BO8429LX10B0,MANICOTTO ECC. WC BIPOWER 60 MM,3.87,2.8998
7794,2019-09-11,000496F,1.0,OMAN,Sanitari e Arredo Bagno,Sanitari,Sanitari,AVB14,VASO A DUE FORI,44.45,34.554
7795,2019-09-11,002760C,1.0,OMAN,Sanitari e Arredo Bagno,Sanitari,Accessori Sanitari,CTMAMO,CERNIERA A TUBO MAMO,4.74,3.7124
7796,2019-09-11,002761C,1.0,OMAN,Riscaldamento,Stufe a Pellet,Accessori pellet,THERM34,THERMOSCUDO MEDIUM 340X500,82.26,61.5322
7797,2019-09-11,002762C,2.0,OMAN,Sanitari e Arredo Bagno,Sanitari,Cassetta e Accessori Wc,80006261,GRUPPO COMPL.SFERA C/ASTINA PUCCI,12.92,10.14
7798,2019-09-11,002763C,1.0,OMAN,Rubinetteria ed Accessori,Sistemi Di Scarico,Sifone e Tubo in abs,AZCVT,CURVA TECNICA SOTTOVASO 110,3.34,2.4915
7799,2019-09-11,000497F,1.0,OYTB,Valvolame e Raccorderia,Valvolame,Valvola a Sfera con Leva,B9103/4,ARR.A SFERA C/LEVA 3/4 F.F. JERSEY,3.12,2.5673
7800,2019-09-11,000497F,2.0,OYTB,Valvolame e Raccorderia,Valvolame,Valvola a Sfera con Leva,B9153/4,ARR.A SFERA C/LEVA 3/4 M.F. JERSEY,6.88,5.661
7801,2019-09-11,000497F,2.0,OYTB,Valvolame e Raccorderia,Valvolame,Valvola a Sfera Mignon,B8051/2,VALVOLA SFERA MINI 1/2 MF BUG.,3.82,3.1376
7802,2019-09-11,000497F,1.0,OYTB,Elettropompe e Serbatoi,Contatori Acqua,Contatori e Accessori,DBRF11/4,CONTAT. ACQUA LET.DIR. DBRF 30-11/4,38.65,33.39
7803,2019-09-11,000497F,1.0,OYTB,Elettropompe e Serbatoi,Filtri-Depurazione Acqua,Filtro Acqua e Accessori,SENIORP3P11/4,FILTRO SENIOR PLUS 3P ATT.11/4,23.03,18.94
7804,2019-09-11,000497F,1.0,OYTB,Elettropompe e Serbatoi,Filtri-Depurazione Acqua,Filtro Acqua e Accessori,RACCHETTATLAS,CHIAVE x CONTENITORI ATLAS 3P,3.62,2.98
7805,2019-09-11,000497F,2.0,OYTB,Elettropompe e Serbatoi,Filtri-Depurazione Acqua,Filtro Acqua e Accessori,RL10CX,CARTUCCIA LAVAB. RL 10 CX - 50 mcrs,13.4,11.02
7806,2019-09-11,000497F,7.0,OYTB,Valvolame e Raccorderia,Valvolame,Valvola a Sfera con Leva,B9101,ARR.A SFERA C/LEVA 1 F.F. JERSEY,34.65,28.4914
7807,2019-09-11,002764C,1.0,OMAN,Sanitari e Arredo Bagno,Sanitari,Sanitari,TRISVP,VASO SCARICO PARETE TRIS BIANCO GRA,26.37,20.8945
7808,2019-09-11,002765C,1.0,EBAY,Sanitari e Arredo Bagno,Arredo Bagno e Accessori,Mobile Sottolavello,SBI100,SOTTOLAVELLO Cm.100 B/co INOX,74.75,41.004
7809,2019-09-11,002766C,1.0,OAMZ,Sanitari e Arredo Bagno,Sanitari,Cassetta e Accessori Wc,CASSBLITZ,CASSETTA SCARICO STIR BLITZ LT.12,30.8,22.04
7810,2019-09-11,002767C,1.0,OMAN,Sanitari e Arredo Bagno,Sanitari,Accessori Sanitari,CTMAMO,CERNIERA A TUBO MAMO,4.74,3.7124
7811,2019-09-11,002768C,1.0,OMAN,Rubinetteria ed Accessori,Sistemi Di Scarico,Morsetti e Guarnizioni,251,RACC.ANTIRIFL.E ANTI RATTO 100/110,5.4,4.0403
7812,2019-09-11,002769C,1.0,OAMZ,Rubinetteria ed Accessori,Sistemi Di Scarico,Accessori per Cassetta WC,5.11,MEMBRANA CHIUSURA x UNIBOX,0.62,0.4742
7813,2019-09-11,002770C,3.0,OMAN,Sanitari e Arredo Bagno,Sanitari,Coprivaso,CWFIORILE,COPRIVASO FIORILE B.CO MOD. 089.22,83.34,65.4483
7814,2019-09-11,002771C,1.0,OMAN,Riscaldamento,Componenti termici,Termostato,TCB600,TERMOCOPPIA+TERMOSTATO 110  mm.600,16.2,12.73
7815,2019-09-11,002772C,1.0,OAMZ,Elettropompe e Serbatoi,Serbatoi e Bollitori,Idrosfere e Accessori,ICOM100,IDROSFERA LT.100 C/MEM.VERN.VRT OMO,125.34,93.0248
7816,2019-09-11,002773C,1.0,OAMZ,Sanitari e Arredo Bagno,Arredo Bagno e Accessori,Mobile Sottolavello,SBI120,SOTTOLAVELLO Cm.120 B.CO FRAS. INOX,61.52,45.6
7817,2019-09-12,002774C,1.0,OAMZ,Sanitari e Arredo Bagno,Arredo Bagno e Accessori,Mobile Sottolavello,SBI120,SOTTOLAVELLO Cm.120 B.CO FRAS. INOX,61.52,45.6
7818,2019-09-12,000000A,-1.0,OYTB,Rubinetteria ed Accessori,Accessori Rubinetteria,Accessori per Cassetta WC,E1005,KIT BLOCCO CROMATO BATTERIA,15.38,-12.6525
7819,2019-09-12,000498F,1.0,OYTB,Sanitari e Arredo Bagno,Box Doccia ed Accessori,Box Doccia a Soffietto,DELTA3X80,BOX DOCCIA DELTA 3 LATI DA CM.80,117.95,106.9885
7820,2019-09-12,000032A,-1.0,OMAN,Sanitari e Arredo Bagno,Sanitari,Sanitari,AVB14,VASO A DUE FORI,-44.45,-34.554
7821,2019-09-12,002776C,1.0,OYTB,Riscaldamento,Cucina Legna-Termocamini,Termocamino,023802,CENTRALINA AUTOMA.X TERM.VULCANO-3,97.61,92.0
7822,2019-09-12,002777C,3.0,OMAN,Sanitari e Arredo Bagno,Sanitari,Cassetta e Accessori Wc,82004060,DISTANZIALE TELAIO SARA/ECO,2.73,2.148
7823,2019-09-12,002778C,2.0,OMAN,Sanitari e Arredo Bagno,Sanitari,Accessori Sanitari,GR4375800M,MEMBRANA UNIV. GROHE,6.3,4.7906
7824,2019-09-12,002779C,1.0,OAMZ,Elettropompe e Serbatoi,Filtri-Depurazione Acqua,Filtro Acqua e Accessori,FAR394312,FILTRO AUTOPULENTE 1/2 FAR,35.1,27.0662
7825,2019-09-12,002780C,1.0,OMAN,Rubinetteria ed Accessori,Accessori Rubinetteria,Colonna Scarico Vasca,BO69750CK15S7,COLONNA SCARICO X VASCA IN MURATURA,57.29,42.8468
7826,2019-09-12,002781C,1.0,OYTB,Sanitari e Arredo Bagno,Sanitari,Cassetta e Accessori Wc,80006261,GRUPPO COMPL.SFERA C/ASTINA PUCCI,5.87,5.07
7827,2019-09-12,002781C,3.0,OYTB,Sanitari e Arredo Bagno,Sanitari,Cassetta e Accessori Wc,82004060,DISTANZIALE TELAIO SARA/ECO,2.49,2.148
7828,2019-09-12,002781C,1.0,OYTB,Sanitari e Arredo Bagno,Sanitari,Cassetta e Accessori Wc,80009095,SEDE ESTRAIBILE  E GUARNIZ.C/OR 161,4.38,3.78
7829,2019-09-12,002782C,2.0,OMAN,Sanitari e Arredo Bagno,Box Doccia ed Accessori,Soffione Doccia,CDPB,CIPOLLA DOCCIA,6.62,4.9504
7830,2019-09-12,002783C,1.0,OMAN,Riscaldamento,Caldaie,Accessori Sistemi Fumari,S08PIFFB,SDOPP.MONOB.ALL.C/ISP.80 F/F 10091,17.11,13.4325
7831,2019-09-12,002784C,1.0,OAMZ,Sanitari e Arredo Bagno,Sanitari,Cassetta e Accessori Wc,TCZ1000,TUBO CASSETTA ZAINO 1000x220 50x32,7.63,5.4624
7832,2019-09-12,002785C,2.0,OAMZ,Sanitari e Arredo Bagno,Accessori Bagno,Piantana-Portascopino,GEDY3833,P.SCOPINO KANSAS CROM. GEDY,58.72,45.68
7833,2019-09-12,002786C,1.0,OMAN,Sanitari e Arredo Bagno,Sanitari,Accessori Sanitari,020997,ASTA SANIBORD 2700 MM S/ADESIVO,8.49,6.3517
7834,2019-09-12,002786C,1.0,OMAN,Sanitari e Arredo Bagno,Sanitari,Accessori Sanitari,BPT20,ANGOLI INT.DX/SX X ASTA,4.08,3.0527
7835,2019-09-12,002787C,2.0,OMAN,Rubinetteria ed Accessori,Sistemi Di Scarico,Morsetti e Guarnizioni,MGS,MORSETTO IDEAL STANDARD,2.44,1.92
7836,2019-09-12,002788C,1.0,OYTB,Riscaldamento,Scaldabagni Elettrici,Scaldabagno Elettrico,AT80/5,SCALDABAGNO LT 80 G5A STEATITE,65.52,59.397
7837,2019-09-12,002789C,15.0,OYTB,Rubinetteria ed Accessori,Accessori Rubinetteria,Aeratore,NEOPCACHE18,AERATORE CACHE''PERLAT.MOD.TT 16 5X1,27.6,22.65
7838,2019-09-12,002790C,1.0,EBAY,Valvolame e Raccorderia,Valvolame,Valvola a Sfera Mignon,VSMM3/8,VALVOLA SFERA MINI 3/8 M.F. ART.405,8.02,1.2995
7839,2019-09-12,002790C,1.0,EBAY,Valvolame e Raccorderia,Valvolame,Valvola a Sfera Mignon,B8053/8,VALVOLA SFERA MINI 3/8 MF BUG.,8.43,1.525
7840,2019-09-12,000499F,1.0,OMAN,Riscaldamento,Componenti termici,Accessori Termici,315400,FLUSSOSTATO COMAND.MAGNET. CALEFFI,45.46,34.0
7841,2019-09-12,000500F,10.0,OMAN,Rubinetteria ed Accessori,Accessori Rubinetteria,Tappo Piletta,BO47100T74S7,TAPPARELLO TAPPAGUASTI OTTONE,115.7,86.559
7842,2019-09-12,002791C,1.0,OAMZ,Elettropompe e Serbatoi,Filtri-Depurazione Acqua,Filtro Acqua e Accessori,MIGNON2L,FILTRO DOSAFOS MIGNON C/SALI L3PMFO,17.57,12.91
7843,2019-09-12,000501F,3.0,OYTB,Condizionamento,Climatizzazione,Accessori Climatizzatori,KZWW002,WI-FI USB--KZW-W002,115.5,104.6622
7844,2019-09-13,000000A,-1.0,OMAN,Rubinetteria ed Accessori,Rubinetteria,Doccia Incasso,PB362,INCASSO DOCCIA TEMPOR.ART362PB,33.54,-26.578
7845,2019-09-13,002793C,1.0,OYTB,Riscaldamento,Sicurezza Gas,Filtro e Raccordi Gas,SC3/4,STAFFA PER CONTATORE GAS 3/4-3/4,11.1,9.135
7846,2019-09-13,002793C,1.0,OYTB,Riscaldamento,Sicurezza Gas,Centralina,CGASS/S,CONTATORE GAS CL.G4 S/ST.RS2001,38.35,33.125
7847,2019-09-13,002794C,1.0,OAMZ,Elettropompe e Serbatoi,Elettropompe ed Accessori,Elettropompe,PKM60,E.POMPA PKM60 HP 0 5 KW 0 37 220V,46.26,36.8
7848,2019-09-13,002795C,1.0,OMAN,Sanitari e Arredo Bagno,Sanitari,Cassetta e Accessori Wc,GR42333,REGOL.DI FLUSSO X VALVOLA PNEU.AV1,13.42,10.229
7849,2019-09-13,002796C,4.0,OMAN,Rubinetteria ed Accessori,Sistemi Di Scarico,Riduzione Sifone,022417,VITI X PILETTA BASKET TIPO LUNGO,2.64,1.9584
7850,2019-09-13,002797C,1.0,OAMZ,Rubinetteria ed Accessori,Sistemi Di Scarico,Sifone e Tubo in abs,S1002,SIFONE 2 VIE C/PIL. PER PORC.,3.91,2.8445
7851,2019-09-13,002798C,1.0,OYTB,Riscaldamento,Scaldabagni Elettrici,Scaldabagno Elettrico,IS10/2S,SCALDABAGNO SOTTOLAV.10/2 ISEA JZ,37.85,37.8337
7852,2019-09-13,002799C,1.0,EBAY,Rubinetteria ed Accessori,Accessori Rubinetteria,Tappo Piletta,TFLBR,TAPPO COPRIFORO OTT.STAMP.BRONZ.,11.72,4.1613
7853,2019-09-13,002800C,1.0,EBAY,Condizionamento,Climatizzazione,Accessori Climatizzatori,05055048,RACCORDO PER POMPA 1/4 F. 5/16 M,8.85,1.8936
7854,2019-09-13,000502F,4.0,OMAN,Rubinetteria ed Accessori,Rubinetteria,Canna Lavello,CGL86,CANNA X GRUPPO LAVELLO UNIVER.CM.25,20.96,15.68
7855,2019-09-13,002801C,1.0,OAMZ,Sanitari e Arredo Bagno,Sanitari,Coprivaso,CWENDU,COPRIVASO ENDURANCE B.CO MOD.024.01,20.8,15.63
7856,2019-09-13,002802C,1.0,OMAN,Elettropompe e Serbatoi,Serbatoi e Bollitori,Serbatoi Zincati e Inox,500PRA,SERBATOIO INOX LT.500 PARAL.CV,381.31,285.1862
7857,2019-09-13,000503F,1.0,OMAN,Riscaldamento,Sicurezza Gas,Centralina,CGASS/S,CONTATORE GAS CL.G4 S/ST.RS2001,42.19,33.125
7858,2019-09-16,000504F,259.0,OMAN,Ferramenta e Hobbistica,Works,Accessori per Lavoro,E830V,MASCH.PIEG. FILTR.FFP3 C/VAL.DPI 3C,217.56,172.0537
7859,2019-09-16,002803C,10.0,OMAN,Ferramenta e Hobbistica,Works,Accessori per Lavoro,E830V,MASCH.PIEG. FILTR.FFP3 C/VAL.DPI 3C,8.4,6.643
7860,2019-09-16,002804C,1.0,OYTB,Elettropompe e Serbatoi,Filtri-Depurazione Acqua,Filtro Acqua e Accessori,RACCHETTAGF,CHIAVE X CONTENITORI G.F.,2.54,2.1924
7861,2019-09-16,002804C,6.0,OYTB,Elettropompe e Serbatoi,Filtri-Depurazione Acqua,Filtro Acqua e Accessori,CART,CARTUCCIA LAVAB. RL 10 SX - 50 mcrs,31.98,27.6372
7862,2019-09-16,002805C,1.0,OMAN,Rubinetteria ed Accessori,Accessori Rubinetteria,Accessori per Cassetta WC,E1010,KIT TELAIO/VALV. BATTERIA,9.46,7.0739
7863,2019-09-16,002806C,1.0,OMAN,Riscaldamento,Pannelli Solari,Accessori Pannelli Solari,31580100,VALVOLA DEVIATR. 42-52 C G1 20-2 8,75.65,56.574
7864,2019-09-16,002807C,2.0,OMAN,Rubinetteria ed Accessori,Sistemi Di Scarico,Accessori per Cassetta WC,5.11,MEMBRANA CHIUSURA x UNIBOX,1.22,0.9484
7865,2019-09-16,002807C,2.0,OMAN,Rubinetteria ed Accessori,Sistemi Di Scarico,Accessori per Cassetta WC,6.28,MEMBRANA CHIUSURA X CURVA TODINI,1.38,1.067
7866,2019-09-16,002807C,2.0,OMAN,Rubinetteria ed Accessori,Sistemi Di Scarico,Accessori per Cassetta WC,1.09,MEMBRANA SOLLEV. x BATT.UNIBOX ITS,1.5,1.1856
7867,2019-09-16,002808C,1.0,OAMZ,Sanitari e Arredo Bagno,Arredo Bagno e Accessori,Mobile Sottolavello,SBI120,SOTTOLAVELLO Cm.120 B.CO FRAS. INOX,61.52,45.6
7868,2019-09-16,002809C,1.0,OAMZ,Riscaldamento,Componenti termici,Flessibile per Gas,PA620750,FLESSIBILE GAS F20X14S DN80 CM50,6.29,5.17
7869,2019-09-16,002810C,5.0,OMAN,Rubinetteria ed Accessori,Sistemi Di Scarico,Morsetti e Guarnizioni,242,MAN.WC ECCENT.SPOST.2CM 90/100/110,14.15,10.57
7870,2019-09-16,002811C,1.0,OMAN,Sanitari e Arredo Bagno,Arredo Bagno e Accessori,Mobile Sottolavello,SBI80,SOTTOLAVELLO Cm.80 B.CO FRAS. INOX,51.35,38.4
7871,2019-09-16,002812C,1.0,OAMZ,Sanitari e Arredo Bagno,Arredo Bagno e Accessori,Mobile Sottolavello,SBI120,SOTTOLAVELLO Cm.120 B.CO FRAS. INOX,61.52,45.6
7872,2019-09-16,002813C,1.0,OAMZ,Ferramenta e Hobbistica,Works,Scarpe Antinfortunistiche,RUNB44,SCARPE BASSE AN/INF.BLUE 44,56.41,44.46
7873,2019-09-16,002814C,2.0,OAMZ,Condizionamento,Climatizzazione,Accessori Climatizzatori,PISC19,PILETTA 19 X SCARIC. CONDENS.,6.24,4.619
7874,2019-09-16,002815C,2.0,OMAN,Ferramenta e Hobbistica,Elementi di Fissaggio,Fissaggio Sanitari,FISSORO,FISS.X SANIT.SOSP. CORPO RIGIDO,10.48,7.8292
7875,2019-09-16,002816C,1.0,OYTB,Elettropompe e Serbatoi,Contatori Acqua,Contatori e Accessori,DBRF1/2,CONTAT. ACQUA LET.DIR. DBRF 13-1/2,10.72,9.261
7876,2019-09-16,002817C,1.0,OAMZ,Elettropompe e Serbatoi,Serbatoi e Bollitori,Idrosfere e Accessori,ICOM300,IDROSFERA LT.300 C/MEM.VERN.VRT OMO,251.13,201.3198
7877,2019-09-16,002818C,1.0,OMAN,Sanitari e Arredo Bagno,Sanitari,Cassetta e Accessori Wc,80006596,GUARNIZIONE OR 147 x SEDE ESTRAIB.,0.39,0.31
7878,2019-09-16,002818C,1.0,OMAN,Sanitari e Arredo Bagno,Sanitari,Cassetta e Accessori Wc,80006010,TELAIO GUIDA SFERA X SARA PUC.,0.75,0.58
7879,2019-09-16,002818C,1.0,OMAN,Sanitari e Arredo Bagno,Sanitari,Cassetta e Accessori Wc,80006261,GRUPPO COMPL.SFERA C/ASTINA PUCCI,6.46,5.07
7880,2019-09-16,002819C,1.0,OMAN,Rubinetteria ed Accessori,Accessori Rubinetteria,Colonna Scarico Vasca,SILFRA,COLONNA VASCA SCARICO AUTOM. CROMO,22.16,16.5774
7881,2019-09-16,002820C,1.0,OYTB,Sanitari e Arredo Bagno,Arredo Bagno e Accessori,Specchio,FENNUDI01,SPECCHIO mm.3 70*60 MOD. NUDI 01,34.26,28.1875
7882,2019-09-16,002821C,1.0,OYTB,Rubinetteria ed Accessori,Accessori Rubinetteria,Colonna Scarico Vasca,BO69750CK15S7,COLONNA SCARICO X VASCA IN MURATURA,52.08,42.8468
7883,2019-09-16,002822C,1.0,OMAN,Sanitari e Arredo Bagno,Arredo Bagno e Accessori,Specchiera,FEN210,FARETTO ALOGENO C/INT. GAIA CROMATO,25.07,18.75
